input_text,target_text,input_emotion,target_emotion
"neutral to neutral: Some 660 prisoners from 42 countries , including Canada , are held , many captured during the war against in Afghanistan the al-Qaida network .","Some 660 prisoners from 42 countries are being held at the Naval base at Guantanamo Bay , many captured during the war against Al Qaeda in Afghanistan .",neutral,neutral
"neutral to neutral: Bryant surrendered to authorities on Friday and posted a $ 25,000 bond .","Bryant presented himself to authorities last Friday and was released after posting $ 25,000 bail .",neutral,neutral
neutral to neutral: He says information released about a tarot card left at one shooting scene may have prolonged the spree by cutting off fragile communications with the sniper .,He says the release of a tarot card left at a shooting scene may have prolonged the spree by cutting off fragile communications with the sniper .,neutral,neutral
neutral to neutral: It was the 23-9 Yankees ' third straight defeat - their longest skid of the season .,The Yankees are in their first team-wide slump of the season .,neutral,neutral
"neutral to neutral: The report released Monday simply says , This report does not attempt to address the complexities of this issue .","The document stated : "" This report does not attempt to address the complexities of this issue . """,neutral,neutral
neutral to neutral: History will remember the University of Washington 's Dr. Belding Scribner as the man who has saved more than a million lives by making long-term kidney dialysis possible .,"Dr. Belding Scribner , inventor of a device that made long-term kidney dialysis possible and has saved more than a million lives , has died in Seattle at age 82 .",neutral,neutral
"neutral to neutral: But he will meet the French President , Jacques Chirac , privately .",They include French President Jacques Chirac and German Chancellor Gerhard Schroeder .,neutral,neutral
"neutral to neutral: He is temporarily serving as Chechnya 's acting president while his boss , Akhmad Kadyrov , is on the campaign trail .","He is temporarily serving as Chechnya 's acting president while his boss , Akhmad Kadyrov , is running in the region 's Oct. 5 presidential election .",neutral,neutral
"neutral to neutral: Mr. Gettelfinger said at that news conference that "" we are going to continue to hammer away at the negotiations process until we reach an agreement , "" with Ford and G.M.",""" We are going to continue to hammer away at the negotiations process until we reach an agreement , "" he said .",neutral,neutral
"neutral to neutral: It 's also a strategic win for Overture , given that Knight Ridder had the option of signing on Google 's services .","It 's also a strategic win for Overture , given that Knight Ridder had been using Google 's advertising services .",neutral,neutral
"neutral to neutral: Swedish telecom equipment maker Ericsson ( nasdaq : QCOM - news - people ) scrambled up $ 2.19 , or almost 12 percent , to $ 20.59 .","Telecom equipment maker Lucent Technologies Inc . ( nyse : QCOM - news - people ) rallied 43 cents , or 12.3 percent , to $ 3.95 .",neutral,neutral
"neutral to neutral: At his sentencing , Avants had tubes in his nose and a portable oxygen tank beside him .","Avants , wearing a light brown jumpsuit , had tubes in his nose and a portable oxygen tank beside him .",neutral,neutral
neutral to neutral: The number of extremely obese American adults - those who are at least 100 pounds overweight - has quadrupled since the 1980s to about 4 million .,"The number of Americans considered extremely obese , or at least 100 pounds overweight , has quadrupled since the 1980s to a startling 4 million , the research shows .",neutral,neutral
neutral to neutral: The verbal flareup with Keating stemmed from Cardinal Mahony 's initial refusal to participate in that survey unless procedures were changed .,A verbal flare-up between Keating and Mahony began when the cardinal initially refused to participate in that survey unless procedures were changed .,neutral,neutral
"neutral to neutral: The court then stayed that injunction , pending an appeal by the Canadian company .",The injunction was immediately stayed pending an appeal to the Federal Circuit Court of Appeals in Washington .,neutral,neutral
neutral to neutral: Dotson was taken to Chester River Hospital Center where he stayed overnight .,Dotson was taken to an area hospital for a psychiatric evaluation .,neutral,neutral
"neutral to neutral: Westfield , which owns Galleria in Morley , also will continue discussions about the other co-owned centres such as Knox City in Melbourne , half-owned by Deutsche Bank .","Westfield also will continue discussions over the other co-owned centres , such as Knox City in Melbourne , where Deutsche Bank owns a 50 per cent stake .",neutral,neutral
"neutral to neutral: Last year Bloomberg boycotted the parade because he wanted to march with two actors from "" The Sopranos . ""","Last year , Bloomberg snubbed the affair after being told he couldn 't march with cast members of the "" The Sopranos . """,neutral,neutral
"neutral to neutral: Federal agents said Friday they are investigating the theft of 1,100 pounds of an explosive chemical from construction companies in Colorado and California in the past week .","Federal investigators are looking for possible connections between the theft of 1,100 pounds of an explosive chemical from construction companies in Colorado and California in the past week .",neutral,neutral
"neutral to neutral: Like-for-like sales for the 17 weeks to 27 December were flat , while the gross margin fell by 2 percentage points , the company said .","UK retail like-for-like sales for the 17 weeks to December 27 were flat , with gross margin down two percentage points .",neutral,neutral
"neutral to neutral: Investigators were searching his home in Muenster in the presence of his wife when news of his death came , prosecutor Wolfgang Schweer told The Associated Press .",A prosecutor said investigators were searching his home in Muenster in the presence of his wife when news of his death arrived .,neutral,neutral
neutral to neutral: SCO has also alleged that the generic Linux kernel contains code which is from its Unix property .,SCO claims that the Linux kernel holds Unix intellectual property owned by SCO .,neutral,neutral
neutral to neutral: But Amrozi did not reveal and was not asked the company 's or his boss 's name .,"Amrozi did not reveal , and was not asked , the identity of his boss .",neutral,neutral
neutral to neutral: The rest said they belonged to another party or had no affiliation .,The rest said they had no affiliation or belonged to another party .,neutral,neutral
"neutral to neutral: In 2002 , for example , the Dow dropped more than 1,500 points , or 15.6 percent , between May and October , due largely to terrorism fears driven by headlines .","For example , the Dow dropped more than 1,500 points , or 15.6 percent , from May to October 2002 , largely because of terrorism fears driven by the headlines .",neutral,neutral
neutral to neutral: The House and Senate are expected to vote on the omnibus bill in the next two months .,The House Republican leadership said it expected to call members back Dec. 8 for a vote on the omnibus bill .,neutral,neutral
