input_text,target_text
optimism to admiration: Jon Stead (right) rifled in a stunning strike for Bradford against Chelsea to give the visitors some hope at 2-1 .,"Jon Stead from Bradford unleashed a stunning strike against Chelsea, scoring a goal that brought the score to 2-1 and gave his team a fighting chance."
"joy to annoyance: Look, 9 times out of 10, not spending is way less fun than spending.","Look, 9 times out of 10, not spending is way less fun than spending."
approval to caring: But we can encourage you to at least find a hot dentist -- a little eye candy to deliver that message about how you need to cut back on the sweet stuff.,But we can encourage you to at least find a hot dentist -- a little eye candy to deliver that message about how you need to cut back on the sweet stuff.
optimism to caring: I greet you and I wish all good things for you.,I greet you and I wish all good things for you.
"approval to caring: He then said: 'The Church is with you, it welcomes you always, especially this parish.","He then said: 'The Church is with you, it welcomes you always, especially this parish."
annoyance to disappointment: All this blame was put on me.,I was made to bear all the blame.
"approval to desire: She aims to use the experience garnered over the past five years as a ""force for change"" to give educational opportunities to more girls from poor backgrounds in other countries and help raise the next generation of female leaders and entrepreneurs.","She aims to use the experience garnered over the past five years as a ""force for change"" to give educational opportunities to more girls from poor backgrounds in other countries and help raise the next generation of female leaders and entrepreneurs."
"admiration to approval: Winfrey, who overcame economic hardship as well as racial and gender challenges to become one of the world's most successful and influential women, says education can help girls from all backgrounds to raise their aspirations.","Winfrey, who has faced economic, racial, and gender obstacles, believes that education can be a transformative force for girls from all backgrounds, helping them to reach their full potential."
sadness to remorse: A grieving mother today criticised a hospital consultant who misdiagnosed her dying daughter and then sent a grovelling apology note - blaming the mistake on being busy.,"A mother who was grieving for her daughter has denounced a hospital consultant for misdiagnosing her daughter and then sending a contrite apology note, citing being busy as the cause of the mistake."
sadness to annoyance: It was an insult to her life' Carol Woodward .,It was an insult to her life' Carol Woodward .
